geo_point_2d;Geo Shape;nom_point;transposée;annee;jours;periode_dans_la_journee;comptage
43.605780873,1.44841523706;"{""type"": ""Point"", ""coordinates"": [1.448415237057751, 43.60578087300618]}";Roosevelt;semaine_soir_2010;2010;semaine;soir;307
43.6055038609,1.4491765692;"{""type"": ""Point"", ""coordinates"": [1.449176569200987, 43.605503860931655]}";Gabriel Péri;semaine_soir_2008;2008;semaine;soir;72
43.6055038609,1.4491765692;"{""type"": ""Point"", ""coordinates"": [1.449176569200987, 43.605503860931655]}";Gabriel Péri;semaine_midi_2006;2006;semaine;midi;80
43.6055038609,1.4491765692;"{""type"": ""Point"", ""coordinates"": [1.449176569200987, 43.605503860931655]}";Gabriel Péri;semaine_journee_2017;2017;semaine;journee;0
43.6055038609,1.4491765692;"{""type"": ""Point"", ""coordinates"": [1.449176569200987, 43.605503860931655]}";Gabriel Péri;semaine_matin_2006;2006;semaine;matin;65
43.6055038609,1.4491765692;"{""type"": ""Point"", ""coordinates"": [1.449176569200987, 43.605503860931655]}";Gabriel Péri;samedi_soir_2010;2010;samedi;soir;56
43.6055038609,1.4491765692;"{""type"": ""Point"", ""coordinates"": [1.449176569200987, 43.605503860931655]}";Gabriel Péri;samedi_soir_2012;2012;samedi;soir;134
43.6055038609,1.4491765692;"{""type"": ""Point"", ""coordinates"": [1.449176569200987, 43.605503860931655]}";Gabriel Péri;semaine_midi_1998;1998;semaine;midi;0
43.6055038609,1.4491765692;"{""type"": ""Point"", ""coordinates"": [1.449176569200987, 43.605503860931655]}";Gabriel Péri;samedi_journee_2014;2014;samedi;journee;65
43.6055038609,1.4491765692;"{""type"": ""Point"", ""coordinates"": [1.449176569200987, 43.605503860931655]}";Gabriel Péri;samedi_journee_2013;2013;samedi;journee;0
43.6055038609,1.4491765692;"{""type"": ""Point"", ""coordinates"": [1.449176569200987, 43.605503860931655]}";Gabriel Péri;samedi_midi_2010;2010;samedi;midi;37
43.6055038609,1.4491765692;"{""type"": ""Point"", ""coordinates"": [1.449176569200987, 43.605503860931655]}";Gabriel Péri;samedi_journee_2012;2012;samedi;journee;119
43.6055038609,1.4491765692;"{""type"": ""Point"", ""coordinates"": [1.449176569200987, 43.605503860931655]}";Gabriel Péri;semaine_midi_2018;2018;semaine;midi;204
43.6055038609,1.4491765692;"{""type"": ""Point"", ""coordinates"": [1.449176569200987, 43.605503860931655]}";Gabriel Péri;samedi_journee_2010;2010;samedi;journee;50
43.6055038609,1.4491765692;"{""type"": ""Point"", ""coordinates"": [1.449176569200987, 43.605503860931655]}";Gabriel Péri;semaine_midi_2014;2014;semaine;midi;59
43.6055038609,1.4491765692;"{""type"": ""Point"", ""coordinates"": [1.449176569200987, 43.605503860931655]}";Gabriel Péri;semaine_matin_2017;2017;semaine;matin;0
43.6055038609,1.4491765692;"{""type"": ""Point"", ""coordinates"": [1.449176569200987, 43.605503860931655]}";Gabriel Péri;samedi_soir_2006;2006;samedi;soir;54
43.6055038609,1.4491765692;"{""type"": ""Point"", ""coordinates"": [1.449176569200987, 43.605503860931655]}";Gabriel Péri;samedi_journee_2008;2008;samedi;journee;87
43.6055038609,1.4491765692;"{""type"": ""Point"", ""coordinates"": [1.449176569200987, 43.605503860931655]}";Gabriel Péri;samedi_midi_1998;1998;samedi;midi;0
43.6055038609,1.4491765692;"{""type"": ""Point"", ""coordinates"": [1.449176569200987, 43.605503860931655]}";Gabriel Péri;semaine_soir_2013;2013;semaine;soir;0
43.6044725468,1.45100432377;"{""type"": ""Point"", ""coordinates"": [1.451004323766277, 43.60447254683625]}";Colombette;semaine_soir_2001;2001;semaine;soir;109
43.6044725468,1.45100432377;"{""type"": ""Point"", ""coordinates"": [1.451004323766277, 43.60447254683625]}";Colombette;semaine_soir_2006;2006;semaine;soir;95
43.6044725468,1.45100432377;"{""type"": ""Point"", ""coordinates"": [1.451004323766277, 43.60447254683625]}";Colombette;semaine_midi_2006;2006;semaine;midi;43
43.6044725468,1.45100432377;"{""type"": ""Point"", ""coordinates"": [1.451004323766277, 43.60447254683625]}";Colombette;samedi_midi_2014;2014;samedi;midi;50
43.6044725468,1.45100432377;"{""type"": ""Point"", ""coordinates"": [1.451004323766277, 43.60447254683625]}";Colombette;semaine_soir_1998;1998;semaine;soir;0
43.6044725468,1.45100432377;"{""type"": ""Point"", ""coordinates"": [1.451004323766277, 43.60447254683625]}";Colombette;samedi_journee_2013;2013;samedi;journee;0
43.6044725468,1.45100432377;"{""type"": ""Point"", ""coordinates"": [1.451004323766277, 43.60447254683625]}";Colombette;samedi_midi_2010;2010;samedi;midi;30
43.6044725468,1.45100432377;"{""type"": ""Point"", ""coordinates"": [1.451004323766277, 43.60447254683625]}";Colombette;semaine_journee_2014;2014;semaine;journee;67
43.6044725468,1.45100432377;"{""type"": ""Point"", ""coordinates"": [1.451004323766277, 43.60447254683625]}";Colombette;samedi_soir_1998;1998;samedi;soir;0
43.6044725468,1.45100432377;"{""type"": ""Point"", ""coordinates"": [1.451004323766277, 43.60447254683625]}";Colombette;semaine_midi_2019;2019;semaine;midi;0
43.6044725468,1.45100432377;"{""type"": ""Point"", ""coordinates"": [1.451004323766277, 43.60447254683625]}";Colombette;semaine_journee_2008;2008;semaine;journee;48
43.6044725468,1.45100432377;"{""type"": ""Point"", ""coordinates"": [1.451004323766277, 43.60447254683625]}";Colombette;samedi_midi_2001;2001;samedi;midi;50
43.6044725468,1.45100432377;"{""type"": ""Point"", ""coordinates"": [1.451004323766277, 43.60447254683625]}";Colombette;semaine_midi_2016;2016;semaine;midi;0
43.6044725468,1.45100432377;"{""type"": ""Point"", ""coordinates"": [1.451004323766277, 43.60447254683625]}";Colombette;semaine_matin_2016;2016;semaine;matin;0
43.6044725468,1.45100432377;"{""type"": ""Point"", ""coordinates"": [1.451004323766277, 43.60447254683625]}";Colombette;semaine_journee_2013;2013;semaine;journee;0
43.6005084324,1.45011406908;"{""type"": ""Point"", ""coordinates"": [1.450114069075905, 43.600508432413044]}";Metz Est;semaine_soir_2001;2001;semaine;soir;177
43.6005084324,1.45011406908;"{""type"": ""Point"", ""coordinates"": [1.450114069075905, 43.600508432413044]}";Metz Est;semaine_midi_2008;2008;semaine;midi;151
43.6005084324,1.45011406908;"{""type"": ""Point"", ""coordinates"": [1.450114069075905, 43.600508432413044]}";Metz Est;semaine_journee_2018;2018;semaine;journee;0
43.6005084324,1.45011406908;"{""type"": ""Point"", ""coordinates"": [1.450114069075905, 43.600508432413044]}";Metz Est;semaine_journee_2010;2010;semaine;journee;181
43.6005084324,1.45011406908;"{""type"": ""Point"", ""coordinates"": [1.450114069075905, 43.600508432413044]}";Metz Est;semaine_journee_2012;2012;semaine;journee;244
43.6005084324,1.45011406908;"{""type"": ""Point"", ""coordinates"": [1.450114069075905, 43.600508432413044]}";Metz Est;samedi_midi_2014;2014;samedi;midi;155
43.6005084324,1.45011406908;"{""type"": ""Point"", ""coordinates"": [1.450114069075905, 43.600508432413044]}";Metz Est;semaine_matin_2006;2006;semaine;matin;196
43.6005084324,1.45011406908;"{""type"": ""Point"", ""coordinates"": [1.450114069075905, 43.600508432413044]}";Metz Est;samedi_soir_2013;2013;samedi;soir;0
43.6005084324,1.45011406908;"{""type"": ""Point"", ""coordinates"": [1.450114069075905, 43.600508432413044]}";Metz Est;semaine_journee_2014;2014;semaine;journee;260
43.6005084324,1.45011406908;"{""type"": ""Point"", ""coordinates"": [1.450114069075905, 43.600508432413044]}";Metz Est;samedi_journee_2012;2012;samedi;journee;212
43.6005084324,1.45011406908;"{""type"": ""Point"", ""coordinates"": [1.450114069075905, 43.600508432413044]}";Metz Est;samedi_midi_2006;2006;samedi;midi;86
43.6005084324,1.45011406908;"{""type"": ""Point"", ""coordinates"": [1.450114069075905, 43.600508432413044]}";Metz Est;semaine_midi_2012;2012;semaine;midi;168
43.6005084324,1.45011406908;"{""type"": ""Point"", ""coordinates"": [1.450114069075905, 43.600508432413044]}";Metz Est;semaine_matin_2014;2014;semaine;matin;236
43.6005084324,1.45011406908;"{""type"": ""Point"", ""coordinates"": [1.450114069075905, 43.600508432413044]}";Metz Est;semaine_matin_2013;2013;semaine;matin;0
43.6005084324,1.45011406908;"{""type"": ""Point"", ""coordinates"": [1.450114069075905, 43.600508432413044]}";Metz Est;semaine_journee_2013;2013;semaine;journee;0
43.6005084324,1.45011406908;"{""type"": ""Point"", ""coordinates"": [1.450114069075905, 43.600508432413044]}";Metz Est;samedi_soir_2006;2006;samedi;soir;212
43.6005084324,1.45011406908;"{""type"": ""Point"", ""coordinates"": [1.450114069075905, 43.600508432413044]}";Metz Est;samedi_soir_2008;2008;samedi;soir;252
43.6053603251,1.43240698943;"{""type"": ""Point"", ""coordinates"": [1.432406989433121, 43.605360325078756]}";Brienne;semaine_journee_2019;2019;semaine;journee;0
43.6053603251,1.43240698943;"{""type"": ""Point"", ""coordinates"": [1.432406989433121, 43.605360325078756]}";Brienne;semaine_journee_2018;2018;semaine;journee;212
43.6053603251,1.43240698943;"{""type"": ""Point"", ""coordinates"": [1.432406989433121, 43.605360325078756]}";Brienne;semaine_journee_2010;2010;semaine;journee;63
43.6053603251,1.43240698943;"{""type"": ""Point"", ""coordinates"": [1.432406989433121, 43.605360325078756]}";Brienne;semaine_matin_2012;2012;semaine;matin;171
43.6053603251,1.43240698943;"{""type"": ""Point"", ""coordinates"": [1.432406989433121, 43.605360325078756]}";Brienne;semaine_soir_1998;1998;semaine;soir;0
43.6053603251,1.43240698943;"{""type"": ""Point"", ""coordinates"": [1.432406989433121, 43.605360325078756]}";Brienne;samedi_midi_2006;2006;samedi;midi;18
43.6053603251,1.43240698943;"{""type"": ""Point"", ""coordinates"": [1.432406989433121, 43.605360325078756]}";Brienne;semaine_midi_2018;2018;semaine;midi;151
43.6053603251,1.43240698943;"{""type"": ""Point"", ""coordinates"": [1.432406989433121, 43.605360325078756]}";Brienne;samedi_midi_2001;2001;samedi;midi;42
43.6053603251,1.43240698943;"{""type"": ""Point"", ""coordinates"": [1.432406989433121, 43.605360325078756]}";Brienne;semaine_midi_2012;2012;semaine;midi;100
43.6053603251,1.43240698943;"{""type"": ""Point"", ""coordinates"": [1.432406989433121, 43.605360325078756]}";Brienne;samedi_midi_2012;2012;samedi;midi;114
43.6053603251,1.43240698943;"{""type"": ""Point"", ""coordinates"": [1.432406989433121, 43.605360325078756]}";Brienne;semaine_matin_2019;2019;semaine;matin;0
43.6053603251,1.43240698943;"{""type"": ""Point"", ""coordinates"": [1.432406989433121, 43.605360325078756]}";Brienne;semaine_matin_2014;2014;semaine;matin;218
43.6053603251,1.43240698943;"{""type"": ""Point"", ""coordinates"": [1.432406989433121, 43.605360325078756]}";Brienne;semaine_matin_2013;2013;semaine;matin;0
43.6053603251,1.43240698943;"{""type"": ""Point"", ""coordinates"": [1.432406989433121, 43.605360325078756]}";Brienne;samedi_midi_1998;1998;samedi;midi;0
43.6053603251,1.43240698943;"{""type"": ""Point"", ""coordinates"": [1.432406989433121, 43.605360325078756]}";Brienne;semaine_soir_2017;2017;semaine;soir;0
43.6051343079,1.43469864059;"{""type"": ""Point"", ""coordinates"": [1.434698640591786, 43.60513430794074]}";Barcelone;semaine_journee_2012;2012;semaine;journee;123
43.6051343079,1.43469864059;"{""type"": ""Point"", ""coordinates"": [1.434698640591786, 43.60513430794074]}";Barcelone;semaine_journee_2017;2017;semaine;journee;0
43.6051343079,1.43469864059;"{""type"": ""Point"", ""coordinates"": [1.434698640591786, 43.60513430794074]}";Barcelone;semaine_matin_2001;2001;semaine;matin;90
43.6051343079,1.43469864059;"{""type"": ""Point"", ""coordinates"": [1.434698640591786, 43.60513430794074]}";Barcelone;samedi_soir_2012;2012;samedi;soir;114
43.6051343079,1.43469864059;"{""type"": ""Point"", ""coordinates"": [1.434698640591786, 43.60513430794074]}";Barcelone;samedi_journee_2012;2012;samedi;journee;106
43.6051343079,1.43469864059;"{""type"": ""Point"", ""coordinates"": [1.434698640591786, 43.60513430794074]}";Barcelone;semaine_midi_2013;2013;semaine;midi;0
43.6051343079,1.43469864059;"{""type"": ""Point"", ""coordinates"": [1.434698640591786, 43.60513430794074]}";Barcelone;semaine_midi_2012;2012;semaine;midi;68
43.6051343079,1.43469864059;"{""type"": ""Point"", ""coordinates"": [1.434698640591786, 43.60513430794074]}";Barcelone;semaine_journee_2013;2013;semaine;journee;0
43.6051343079,1.43469864059;"{""type"": ""Point"", ""coordinates"": [1.434698640591786, 43.60513430794074]}";Barcelone;samedi_soir_2001;2001;samedi;soir;27
43.6051343079,1.43469864059;"{""type"": ""Point"", ""coordinates"": [1.434698640591786, 43.60513430794074]}";Barcelone;semaine_soir_2019;2019;semaine;soir;0
43.6073181824,1.43971360324;"{""type"": ""Point"", ""coordinates"": [1.439713603243696, 43.60731818241173]}";Peyrou;semaine_soir_2006;2006;semaine;soir;234
43.6073181824,1.43971360324;"{""type"": ""Point"", ""coordinates"": [1.439713603243696, 43.60731818241173]}";Peyrou;semaine_journee_2012;2012;semaine;journee;0
43.6073181824,1.43971360324;"{""type"": ""Point"", ""coordinates"": [1.439713603243696, 43.60731818241173]}";Peyrou;samedi_soir_2013;2013;samedi;soir;0
43.6073181824,1.43971360324;"{""type"": ""Point"", ""coordinates"": [1.439713603243696, 43.60731818241173]}";Peyrou;samedi_soir_1998;1998;samedi;soir;0
43.6073181824,1.43971360324;"{""type"": ""Point"", ""coordinates"": [1.439713603243696, 43.60731818241173]}";Peyrou;samedi_midi_2001;2001;samedi;midi;72
43.6073181824,1.43971360324;"{""type"": ""Point"", ""coordinates"": [1.439713603243696, 43.60731818241173]}";Peyrou;semaine_midi_2017;2017;semaine;midi;0
43.6073181824,1.43971360324;"{""type"": ""Point"", ""coordinates"": [1.439713603243696, 43.60731818241173]}";Peyrou;semaine_midi_2014;2014;semaine;midi;0
43.6073181824,1.43971360324;"{""type"": ""Point"", ""coordinates"": [1.439713603243696, 43.60731818241173]}";Peyrou;semaine_matin_2013;2013;semaine;matin;0
43.6073181824,1.43971360324;"{""type"": ""Point"", ""coordinates"": [1.439713603243696, 43.60731818241173]}";Peyrou;semaine_soir_2017;2017;semaine;soir;0
43.6073181824,1.43971360324;"{""type"": ""Point"", ""coordinates"": [1.439713603243696, 43.60731818241173]}";Peyrou;semaine_soir_2016;2016;semaine;soir;0
43.6073181824,1.43971360324;"{""type"": ""Point"", ""coordinates"": [1.439713603243696, 43.60731818241173]}";Peyrou;semaine_soir_2013;2013;semaine;soir;0
43.6073181824,1.43971360324;"{""type"": ""Point"", ""coordinates"": [1.439713603243696, 43.60731818241173]}";Peyrou;semaine_soir_2010;2010;semaine;soir;158
43.6043265322,1.42818100225;"{""type"": ""Point"", ""coordinates"": [1.428181002253168, 43.60432653217334]}";Catalans;semaine_journee_2010;2010;semaine;journee;106
43.6043265322,1.42818100225;"{""type"": ""Point"", ""coordinates"": [1.428181002253168, 43.60432653217334]}";Catalans;semaine_matin_2008;2008;semaine;matin;119
43.6043265322,1.42818100225;"{""type"": ""Point"", ""coordinates"": [1.428181002253168, 43.60432653217334]}";Catalans;semaine_matin_2001;2001;semaine;matin;99
43.6043265322,1.42818100225;"{""type"": ""Point"", ""coordinates"": [1.428181002253168, 43.60432653217334]}";Catalans;samedi_soir_2013;2013;samedi;soir;0
43.6043265322,1.42818100225;"{""type"": ""Point"", ""coordinates"": [1.428181002253168, 43.60432653217334]}";Catalans;semaine_midi_2010;2010;semaine;midi;60
43.6043265322,1.42818100225;"{""type"": ""Point"", ""coordinates"": [1.428181002253168, 43.60432653217334]}";Catalans;semaine_journee_1998;1998;semaine;journee;0
43.6043265322,1.42818100225;"{""type"": ""Point"", ""coordinates"": [1.428181002253168, 43.60432653217334]}";Catalans;samedi_midi_2006;2006;samedi;midi;32
43.6043265322,1.42818100225;"{""type"": ""Point"", ""coordinates"": [1.428181002253168, 43.60432653217334]}";Catalans;semaine_midi_2018;2018;semaine;midi;97
43.6043265322,1.42818100225;"{""type"": ""Point"", ""coordinates"": [1.428181002253168, 43.60432653217334]}";Catalans;semaine_midi_2016;2016;semaine;midi;111
43.6043265322,1.42818100225;"{""type"": ""Point"", ""coordinates"": [1.428181002253168, 43.60432653217334]}";Catalans;semaine_matin_2018;2018;semaine;matin;168
43.6043265322,1.42818100225;"{""type"": ""Point"", ""coordinates"": [1.428181002253168, 43.60432653217334]}";Catalans;semaine_matin_2016;2016;semaine;matin;193
43.6043265322,1.42818100225;"{""type"": ""Point"", ""coordinates"": [1.428181002253168, 43.60432653217334]}";Catalans;semaine_matin_2013;2013;semaine;matin;0
43.6043265322,1.42818100225;"{""type"": ""Point"", ""coordinates"": [1.428181002253168, 43.60432653217334]}";Catalans;samedi_midi_1998;1998;samedi;midi;0
43.6043265322,1.42818100225;"{""type"": ""Point"", ""coordinates"": [1.428181002253168, 43.60432653217334]}";Catalans;semaine_soir_2019;2019;semaine;soir;0
43.6043265322,1.42818100225;"{""type"": ""Point"", ""coordinates"": [1.428181002253168, 43.60432653217334]}";Catalans;semaine_soir_2014;2014;semaine;soir;193
43.6043265322,1.42818100225;"{""type"": ""Point"", ""coordinates"": [1.428181002253168, 43.60432653217334]}";Catalans;semaine_soir_2010;2010;semaine;soir;120
43.5921690715,1.4396868838;"{""type"": ""Point"", ""coordinates"": [1.439686883801705, 43.592169071545015]}";Pont Saint Michel;samedi_midi_2014;2014;samedi;midi;96
43.5921690715,1.4396868838;"{""type"": ""Point"", ""coordinates"": [1.439686883801705, 43.592169071545015]}";Pont Saint Michel;semaine_matin_2001;2001;semaine;matin;131
43.5921690715,1.4396868838;"{""type"": ""Point"", ""coordinates"": [1.439686883801705, 43.592169071545015]}";Pont Saint Michel;semaine_journee_2006;2006;semaine;journee;197
43.5921690715,1.4396868838;"{""type"": ""Point"", ""coordinates"": [1.439686883801705, 43.592169071545015]}";Pont Saint Michel;samedi_journee_2014;2014;samedi;journee;143
43.5921690715,1.4396868838;"{""type"": ""Point"", ""coordinates"": [1.439686883801705, 43.592169071545015]}";Pont Saint Michel;samedi_midi_2013;2013;samedi;midi;0
43.5921690715,1.4396868838;"{""type"": ""Point"", ""coordinates"": [1.439686883801705, 43.592169071545015]}";Pont Saint Michel;semaine_midi_2018;2018;semaine;midi;168
43.5921690715,1.4396868838;"{""type"": ""Point"", ""coordinates"": [1.439686883801705, 43.592169071545015]}";Pont Saint Michel;semaine_journee_2008;2008;semaine;journee;167
43.5921690715,1.4396868838;"{""type"": ""Point"", ""coordinates"": [1.439686883801705, 43.592169071545015]}";Pont Saint Michel;samedi_midi_2008;2008;samedi;midi;120
