Street;Motdir;Commune;"Code
Insee";"Date
Comptage";Année;Section;Sens de comptage;"Voie en
Sens unique";Type;"Moyenne
Jours ouvrés par semaine "
CHE DE CHANTELLE;CHANTELLE (CHE DE CHANTELLE);Toulouse;31555;2017-01-23;2017.0;ENTRE CHE DE NAUBALETTE ET RUE EGALITE;VERS CHE DE GINESTOU;;TV;520.0
RUE JAUFRE RUDEL;RUDEL (RUE JAUFRE RUDEL);Toulouse;31555;2017-01-25;2017.0;ENTRE CHE FLAMBERE ET IMP DANIEL;VERS CHE FLAMBERE;;TV;1932.0
RUE DU CHATEAU D EAU;EAU (RUE DU CHATEAU D EAU);Colomiers;31149;2017-03-09;2017.0;ENTRE CHE DES CARRIERES ET RUE DU FORT;VERS BD DEFFERRE;;TV;905.0
RUE DE METZ;METZ (RUE DE METZ);Toulouse;31555;2017-03-17;2017.0;ENTRE BD CARNOT ET RUE REMPART ST ETIENNE;VERS RUE DU REMPART SAINT ETIENNE;;TV;5151.0
ALL FORAIN FRANCOIS VERDIER;VERDIER (ALL FORAIN FRANCOIS VERDIER);Toulouse;31555;2017-03-17;2017.0;ENTRE RUE DES VASES ET RUE DES JARDINS;VERS RUE DES JARDINS;oui;TV;6359.0
CHE DES SEPT DENIERS;DENIERS (CHE DES SEPT DENIERS);Toulouse;31555;2017-03-17;2017.0;ENTRE CHE ROQUES ET RUE DES TROENES;VERS RUE DES TROENES;;TV;2394.0
AV JEAN RIEUX;RIEUX (AV JEAN RIEUX);Toulouse;31555;2018-10-10;2018.0;ENTRE RUE SIROL ET RUE BEAUSEJOUR;VERS PL DE L'ORMEAU;;TV;4773.0
RUE MARC ARCIS;ARCIS (RUE MARC ARCIS);Toulouse;31555;2018-11-07;2018.0;ENTRE AV ESTEBE ET AV DES MINIMES;VERS AV DES MINIMES;oui;TV;1224.0
RUE MOZART;MOZART (RUE MOZART);Toulouse;31555;2018-10-15;2018.0;ENTRE RUE VESTREPAIN ET RUE BILLECOQ;VERS RUE D'AUCH;;TV;458.0
AV DE REYNERIE;REYNERIE (AV DE REYNERIE);Toulouse;31555;2018-11-08;2018.0;ENTRE RUE DE KIEV ET RUE GAUGUIN;VERS RUE GAUGIN;;TV;7109.0
RUE DE KIEV;KIEV (RUE DE KIEV);Toulouse;31555;2018-11-08;2018.0;ENTRE AV DE REYNERIE ET CHE MESSAGER;VERS PL ABBAL;;TV;2672.0
ALL MAURICE MAGRE;MAGRE (ALL MAURICE MAGRE);Colomiers;31149;2018-11-15;2018.0;;VERS ALL BRASSENS;;TV;526.0
RUE AMBROISE THOMAS;THOMAS (RUE AMBROISE THOMAS);Toulouse;31555;2019-02-11;2019.0;ENTRE AV SAINT EXUPERY ET CHE DE LA BUTTE;VERS CHE DE LA BUTTE;;TV;548.0
RUE GERMINAL;GERMINAL (RUE GERMINAL);Balma;31044;2019-02-19;2019.0;ENTRE RUE SAINT JEAN ET RUE FLOREAL;VERS RUE FLOREAL;oui;TV;285.0
RUE SAINT CHARLES;CHARLES (RUE SAINT CHARLES);Toulouse;31555;2014-02-12;2014.0;ENTRE RANCY ET PETRARQUE;SENS UNIQUE VERS PETRARQUE;oui;TV;450.0
RUE MERLY;MERLY (RUE MERLY);Toulouse;31555;2014-02-14;2014.0;ENTRE BD D'ARCOLE ET RUE POUZONVILLE;SENS UNIQUE VERS POUZONVILLE;oui;TV;2573.0
CHE DES CLOTASSES;CLOTASSES (CHE DES CLOTASSES);Toulouse;31555;2014-01-21;2014.0;ENTRE SAUGE ET HERGE;VERS RTE DE NARBONNE;;TV;423.0
ALL DE BRIENNE;BRIENNE (ALL DE BRIENNE);Toulouse;31555;2014-05-14;2014.0;ENTRE  LOMMENIE DE BRIENNE ET SAINT BRUNO;SENS UNIQUE VERS SEJOURNE;oui;TV;23697.0
CHE DE LA SALVETAT;SALVETAT (CHE DE LA SALVETAT)__COLOMIERS;Colomiers;31149;2014-03-24;2014.0;ENTRE RPT JUPITER ET CHE DE AL NASQUE;VERS CHE DE LA NASQUE;;TV;8951.0
RUE DU DOCTEUR GUIMBAUD;GUIMBAUD (RUE DU DOCTEUR GUIMBAUD);Blagnac;31069;2014-03-20;2014.0;ENTRE RUE DEBAX ET RUE CROIX BLANCHE;VERS RUE DELPONT;;TV;6979.0
CHE DE LAUZERVILLE;LAUZERVILLE (CHE DE LAUZERVILLE);Aigrefeuille;31003;2014-03-03;2014.0;ENTRE CHE DE QUINT ET CHE DE L'AUTAN;SENS 2;;TV;429.0
RTE DE REVEL;REVEL (RTE DE REVEL);Toulouse;31555;2014-03-24;2014.0;ENTRE RT LABEGE ET CAYRAS;VERS RTE LABEGE;;TV;9807.0
RUE CHARLES LINDBERGH;LINDBERGH (RUE CHARLES LINDBERGH);Blagnac;31069;2014-06-10;2014.0;ENTRE PARIS ET AEROPORT;SENS UNIQUE VERS PARIS;oui;TV;10960.0
RUE NOTRE DAME;DAME (RUE NOTRE DAME);Toulouse;31555;2014-10-07;2014.0;ENTRE 36 PONTS ET ST MICHEL;SENS UNIQUE VERS ST MICHEL;oui;TV;1306.0
AV FRIZAC;FRIZAC (AV FRIZAC);Toulouse;31555;2014-10-07;2014.0;ENTRE PHILOMENE ET DEMOISELLES;VERS DEMOISELLES;oui;TV;6312.0
CHE DE PERPIGNAN;PERPIGNAN (CHE DE PERPIGNAN);Toulouse;31555;2014-10-06;2014.0;ENTRE BERNET ET LESTANG;VERS LESTANG;;TV;660.0
RUE BERTRAND DE BORN;BORN (RUE BERTRAND DE BORN)_TOULOUSE;Toulouse;31555;2014-05-14;2014.0;ENTRE STALINGRAD ET JEANBERNAT;VERS JEANBERNAT;oui;TV;1410.0
RUE CHARLES CAMICHEL;CAMICHEL (RUE CHARLES CAMICHEL)_TOULOUSE;Toulouse;31555;2014-05-14;2014.0;ENTRE ESCANDES ET RIQUET;VERS RIQUET;oui;TV;1242.0
BD DEODAT DE SEVERAC;SEVERAC (BD DEODAT DE SEVERAC);Toulouse;31555;2014-05-12;2014.0;ENTRE VESTREPAIN ET MURET;SENS VERS MURET;;TV;5357.0
RTE DE LEVIGNAC;LEVIGNAC (RTE DE LEVIGNAC);Pibrac;31417;2014-03-27;2014.0;ENTRE RTE D'AUCH ET ANCIENNE RTE DE BAYONNE;VERSRTE D'AUCH;;TV;3030.0
RUE JANY;JANY (RUE JANY);Toulouse;31555;2014-05-14;2014.0;ENTRE MATABIAU ET ORLEANS;SENS UNIQUE VERS ORLEANS;oui;TV;259.0
CHE DE LAFAGE;LAFAGE (CHE DE LAFAGE);Aigrefeuille;31003;2014-03-03;2014.0;ENTRE CHE DE LAUZERVILLE ET LOT L'OREE DU B;SENS 2;;TV;892.0
RUE ANDRE VILLET;VILLET (RUE ANDRE VILLET);Toulouse;31555;2014-02-24;2014.0;ENTRE DAURAT ET COSMONAUTES;VERS DAURAT;;TV;4910.0
RUE PIERRE PAUL RIQUET;RIQUET (RUE PIERRE PAUL RIQUET);Toulouse;31555;2014-06-23;2014.0;ENTRE COLOMBETTE ET PERI;SENS UNIQUE VERS COLOMBETTE;oui;TV;1297.0
RUE DU VALLON;VALLON (RUE DU VALLON);St-Orens-De-Gameville;31506;2014-11-13;2014.0;ENTRE MARQUIELLE ET TOULOUSE;VERS MARQUIELLE;;TV;71.0
CHE DE CORDELLE;CORDELLE (CHE DE CORDELLE);Cornebarrieu;31150;2014-11-14;2014.0;SECTION EST DU CHE CORDELLE;VERS CHE DE CORDELLE;;TV;82.0
AV DE LARDENNE;LARDENNE (AV DE LARDENNE);Toulouse;31555;2014-11-06;2014.0;ENTRE MOLETTE ET CATALA;VERS MOLETTE;;TV;6433.0
CHE DE LA VIOLETTE;VIOLETTE (CHE DE LA VIOLETTE);Union;31561;2014-01-13;2014.0;ENTRE PALANQUE ET BORDEBASSE;VERS CHE DE LA PALANQUE;;TV;4504.0
RUE ADOLPHE COLL;COLL (RUE ADOLPHE COLL);Toulouse;31555;2015-12-15;2015.0;ENTRE RUE GAMELSY ET PL RAVELIN;VERS PL DU RAVELIN;;TV;1855.0
RUE EMILE BROUARDEL;BROUARDEL (RUE EMILE BROUARDEL);Toulouse;31555;2016-01-06;2016.0;ENTRE RUE LEMERCIER ET BD LA MARQUETTE;VERS BD LASCROSSE;;TV;388.0
RUE PRINCIPALE;PRINCIPALE (RUE PRINCIPALE);Pibrac;31417;2016-01-21;2016.0;ENTRE RUE DU PRESSOIR ET BD DES ECOLES;VERS BD DES ECOLES;;TV;3445.0
RUE PEYROLIERES;PEYROLIERES (RUE PEYROLIERES);Toulouse;31555;2016-03-14;2016.0;ENTRE CUJAS ET METZ;VERS ISAUR;oui;TV;2656.0
RUE BERTRAND DE BORN;BORN (RUE BERTRAND DE BORN)_TOULOUSE;Toulouse;31555;2016-03-14;2016.0;ENTRE STALINGRAD ET JEANBERNAT;VERS RUE JEANBERNAT;oui;TV;1379.0
RUE HELENE BOUCHER;BOUCHER (RUE HELENE BOUCHER);Saint-Jean;31488;2016-03-16;2016.0;ENTRE RUE MERMOZ ET IMP ADER;VERS RUE DU VALLON;;TV;118.0
CHE DES SEPT DENIERS;DENIERS (CHE DES SEPT DENIERS);Toulouse;31555;2016-03-17;2016.0;ENTRE RUE GAYRAL ET RUE CAZALS;VERS GAYRAL;oui;TV;1253.0
RUE DARDENNE;DARDENNE (RUE DARDENNE);Toulouse;31555;2016-03-29;2016.0;ENTRE RUE COUPEAU ET RUE DE LUPPE;VERS RUE COUPEAU;;TV;135.0
CHE DE LA PEYRETTE;PEYRETTE (CHE DE LA PEYRETTE);Tournefeuille;31557;2016-04-06;2016.0;ENTRE CHE DE VALETTE HAUT ET  CHE DES BOURD;VERS CHE DU CHANDELIER;;TV;2838.0
RUE EDMOND ROSTAND;ROSTAND (RUE EDMOND ROSTAND);Toulouse;31555;2016-04-11;2016.0;ENTRE RUE CHOPIN ET RUE RIGAL;VERS RUE CHOPIN;;TV;2565.0
AV DU HUIT MAI 1945;MAI (AV DU HUIT MAI 1945);Saint-Alban;31467;2016-05-28;2016.0;ENTRE RUE AMIEL ET RUE DE L'EGALITE;VERS RUE DE L'EGALITE;;TV;6166.0
BD EMILE CALVET;CALVET (BD EMILE CALVET);Colomiers;31149;2016-09-08;2016.0;ENTRE ALL DU PERIGORD ET RUE GARIBALDIENS;VERS RP PEIT PRINCE;;TV;6913.0
BD VICTOR HUGO;HUGO (BD VICTOR HUGO);Colomiers;31149;2016-09-12;2016.0;ENTRE N124 ET RUE CURIE;VERS N124;;TV;14527.0
BD DU MARECHAL JUIN;JUIN (BD DU MARECHAL JUIN);Toulouse;31555;2016-09-21;2016.0;ENTRE RUE DES GALLOIS ET RUE LONGAUD;VERS RUE DES GALLOIS;;TV;12092.0
PORT DE L EMBOUCHURE;EMBOUCHURE (PORT DE L EMBOUCHURE);Toulouse;31555;2015-05-28;2015.0;ENTRE RTE DE BLAGNAC ET SORTIE ROCADE INTER;VERS CENTRE VILLE;oui;TV;20546.0
RTE DE BAYONNE;BAYONNE (RTE DE BAYONNE);Toulouse;31555;2015-04-24;2015.0;ENTRE RUE RUE SENTENAC ET CHE DE LA BOURIET;VERS CHE DE TOURNEFEUILLE;;TV;4423.0
RUE DES AMIDONNIERS;AMIDONNIERS (RUE DES AMIDONNIERS);Toulouse;31555;2015-03-30;2015.0;ENTRE PLANET ET CHATEAUBRIAND;SENS UNIQUE VERS CHATEAUBRIAND;oui;TV;2398.0
CHE DE RIBAUTE;RIBAUTE (CHE DE RIBAUTE);Balma;31044;2015-06-25;2015.0;ENTRE RTE DE CASTRES ET ZA RIBAUTE;VERS AV DE LA MARCAISSONNE;;TV;6306.0
CHE DE MAZAYGUES;MAZAYGUES (CHE DE MAZAYGUES);Toulouse;31555;2015-06-10;2015.0;ENTRE RUE PAGNOL ETRUE LLAGONE;VERS CHE FERRO LEBRES;;TV;969.0
RUE DE LA VERGE D OR;OR (RUE DE LA VERGE D OR);Toulouse;31555;2015-10-12;2015.0;ENTRE RUE ESCOUSSIERE ET RUE DES 3 RENARDS;VERS RUE DES 3 RENARDS;oui;TV;130.0
AV D ANDROMEDE;ANDROMEDE (AV D ANDROMEDE);Blagnac;31069;2015-11-04;2015.0;ENTRE RUE PETIT ET RUE FISHL;VERS BD DE L'EUROPE;;TV;4504.0
RUE JOSEPH VIE;VIE (RUE JOSEPH VIE);Toulouse;31555;2015-09-28;2015.0;ENTRE RUE DE LA REPUBLIQUE ET RUE JACQUIER;VERS RUE DES TEINTURIERS;oui;TV;2230.0
AV JEAN HENRI JAMBOM;JAMBOM (AV JEAN HENRI JAMBOM);Colomiers;31149;2015-08-31;2015.0;ENTRE ALL CAZIN ET ALL DUFOUR;VERS RTE DE CORNEBARRIEU;;TV;593.0
RUE DELPECH;DELPECH (RUE DELPECH);Toulouse;31555;2015-01-29;2015.0;ENTRE ASPE ET PENITANTS BLANS;SENS UNIQUE VERS PEITANTS BANCS;oui;TV;1128.0
RUE DE LA LAQUE;LAQUE (RUE DE LA LAQUE);Fenouillet;31182;2015-02-02;2015.0;ENTRE POSTE ET CHATEAU D'EAU;VERS SPORTS;;TV;566.0
RUE DU LANGUEDOC;LANGUEDOC (RUE DU LANGUEDOC);Toulouse;31555;2015-01-15;2015.0;CONTRE ALLEE ENTRE PLACES ROUAIX ET CARMES;SENS UNIQUE VERS CARMES;oui;TV;436.0
RUE DES TOURNEURS;TOURNEURS (RUE DES TOURNEURS);Toulouse;31555;2015-01-15;2015.0;ENTRE MAGRE ET ESQUIROL;SENS UNIQUE VERS ESQUIROL;oui;TV;808.0
IMP DE GUILHERMY;GUILHERMY (IMP DE GUILHERMY);Toulouse;31555;2015-01-19;2015.0;ENTRE DEBAUGES ET CHE GUILHERMY;VERS DEBAUGES;;TV;829.0
CHE DE LICARD;LICARD (CHE DE LICARD);Toulouse;31555;2015-01-19;2015.0;ENTRE ST SIMON ET IMP LICARD;VERS  HARCHENKO;;TV;892.0
CHE DE BOUDOU;BOUDOU (CHE DE BOUDOU);Toulouse;31555;2015-01-22;2015.0;ENTRE FINIISTERE ET SABLES;LES 2 SENS;;TV;7078.0
AV POMPIDOU;POMPIDOU (AV POMPIDOU);Cugnaux;31157;2015-11-04;2015.0;ENTRE RUE MENDES FRANCE ET AV DU COMMINGES;VERS RUE MENDES FRANCE;;TV;3678.0
AV HENRI MATISSE;MATISSE (AV HENRI MATISSE);Colomiers;31149;2015-11-26;2015.0;ENTRE ALL VERLAINE TE ALL DUPONT;VERS CHE DE SAINT JEAN;;TV;355.0
RUE DU STADE;STADE (RUE DU STADE);Cugnaux;31157;2015-11-04;2015.0;ENTRE RUE LEO LAGRANGE ET TENIS;VERS RUE LAGRANGE;;TV;2055.0
RUE ALFRED DE MUSSET;MUSSET (RUE ALFRED DE MUSSET);Toulouse;31555;2015-12-11;2015.0;ENTRE BIOT ET JACQUARD;VERS RUE BIOT;;TV;558.0
CHE DE LAFAGE;LAFAGE (CHE DE LAFAGE);Aigrefeuille;31003;2014-03-03;2014.0;ENTRE CHE DE LAUZERVILLE ET LOT L'OREE DU B;SENS 1;;TV;830.0
RUE SAINT LOUIS DU SENEGAL;SENEGAL (RUE SAINT LOUIS DU SENEGAL);Toulouse;31555;2014-02-24;2014.0;ENTRE VILLET ET RTE DE LABEGE;VERS RTE DE LABEGE;;TV;1830.0
RUE DE LA CONCORDE;CONCORDE (RUE DE LA CONCORDE);Toulouse;31555;2014-05-14;2014.0;ENTRE ST HENRY ET DRE PHILLIPE;VERS MATABIAU;oui;TV;1797.0
AV DU ONZE NOVEMBRE 1918;NOVEMBRE (AV DU ONZE NOVEMBRE 1918);Blagnac;31069;2014-01-17;2014.0;ENTRE AV SERVANTY ET AV MISTRAL;VERS AV MISTRAL;;TV;1274.0
RUE DE LA TOURAINE;TOURAINE (RUE DE LA TOURAINE);Toulouse;31555;2014-01-20;2014.0;ENTRE BIGORRE ET ROCADE;VERS RUE DE BIGORRE;;TV;135.0
CHE DE GABARDIE;GABARDIE (CHE DE GABARDIE);Toulouse;31555;2014-01-25;2014.0;ENTRE AGDE ET JANSOU;VERS JANSOU;;TV;4622.0
RUE EDOUARD BAUDRIMONT;BAUDRIMONT (RUE EDOUARD BAUDRIMONT);Toulouse;31555;2014-04-15;2014.0;ENTRE BE DE LA MARNE ET RUE COPPEE;VERS BD DE LA MARNE;;TV;12.0
CHE NEGRIER;NEGRIER (CHE NEGRIER);St-Jean;31488;2014-04-03;2014.0;ENTRE CHE VERDALE ET RUE DE GASCOGNE;VERS RTE D'ALBI;;TV;884.0
RUE LOUIS PLANA;PLANA (RUE LOUIS PLANA);Toulouse;31555;2014-04-08;2014.0;ENTRE SURCOUF ET FRATERNITE;VERS SOUPETARD;;TV;5275.0
CHE DE L OUSTALET;OUSTALET (CHE DE L OUSTALET);Aucamville;31022;2014-06-24;2014.0;ENTRE RESTE ET VIOLETTES;LES DEUX SENS;;TV;2778.0
RUE CHARLES LINDBERGH;LINDBERGH (RUE CHARLES LINDBERGH);Blagnac;31069;2014-06-10;2014.0;ENTRE DUFOUR ET POTEZ;VERS DUFOUR;;TV;2695.0
RUE DINETARD;DINETARD (RUE DINETARD)_TOULOUSE;Toulouse;31555;2014-12-05;2014.0;ENTRE GERMAIN ET OFFENBACH;VERS OFFENBACH;;TV;891.0
RUE CHARLAS;CHARLAS (RUE CHARLAS);Toulouse;31555;2014-11-18;2014.0;ENTRE Etats-Unis ET MATHALY;VERS MATHALY;;TV;174.0
AV DE L HERS;HERS (AV DE L HERS);Toulouse;31555;2014-12-05;2014.0;ENTRE PLANA ET MAURIES;VERS MAURIES;;TV;900.0
RUE SAINT JOSEPH;JOSEPH (RUE SAINT JOSEPH);Toulouse;31555;2014-10-07;2014.0;ENTRE DUMERIL ET SALVAYRE;SENS UNIQUE VERS DUMERIL;oui;TV;1163.0
RUE ARNAUD VIDAL;VIDAL (RUE ARNAUD VIDAL);Toulouse;31555;2014-11-03;2014.0;ENTRE TROUBADOUR ET JAURES;SENS UNIQUE VERS JAURES;oui;TV;1596.0
RUE PARGAMINIERES;PARGAMINIERES (RUE PARGAMINIERES);Toulouse;31555;2015-01-15;2015.0;ENTRE BASTIDE ET LAKANAL;SENS UNIQUE VERS LAKANAL;oui;TV;1930.0
RUE DELPECH;DELPECH (RUE DELPECH);Toulouse;31555;2015-01-29;2015.0;ENTRE REMPART ET CARNOT;SENS UNIQUE VERS CARNOT;oui;TV;1830.0
RUE MARIUS TERCE;TERCE (RUE MARIUS TERCE);Toulouse;31555;2015-02-23;2015.0;ENTRE SORTIE AIBUS ET CAULET;VERS AIRBUS;;TV;2410.0
AV HERMES;HERMES (AV HERMES);Colomiers;31149;2015-04-08;2015.0;ENTRE RUE SEGUELA ET ALL DU PORTEL;VERS CHE DU PAGE;oui;TV;782.0
CHE DE VIGNAUX;VIGNAUX (CHE DE VIGNAUX);Aussonne;31032;2015-05-27;2015.0;ENTRE ALL DES TILLEULS ET RUE DES MICOUCOUL;VERS AV JEAN MOULIN;;TV;701.0
RUE D AQUITAINE;AQUITAINE (RUE D AQUITAINE);Fenouillet;31182;2015-01-20;2015.0;ENTRE SPORTS ETPOURRENQUE;VERS POURRENQUE;;TV;657.0
RUE DES PEUPLIERS;PEUPLIERS (RUE DES PEUPLIERS);Fenouillet;31182;2015-01-20;2015.0;ENTRE CHENES ET PLANE;VERS CHENES;;TV;26.0
CHE DES ETROITS;ETROITS (CHE DES ETROITS);Toulouse;31555;2015-11-16;2015.0;ENTRE CHE DES CANALETS ET CHE DE RIVALSUPER;VERS LACROIX FALGARDE;;TV;6623.0
AV IRENE JOLIOT CURIE;CURIE (AV IRENE JOLIOT CURIE);Toulouse;31555;2015-11-16;2015.0;ENTRE RTE D'ESPAGNE ET AV CURIEN;VERS AV CURIEN;;TV;2557.0
AV DES ETATS UNIS;UNIS (AV DES ETATS UNIS);Toulouse;31555;2015-11-05;2015.0;ENTRE CHARLAS ET MATHALY;VERS AV DE FONDEYRE;;TV;6674.0
AV D ANDROMEDE;ANDROMEDE (AV D ANDROMEDE);Blagnac;31069;2015-11-04;2015.0;ENTRE BD ZIEGLER ET RD902;VERS RD902;;TV;6033.0
RUE VIGUERIE;VIGUERIE (RUE VIGUERIE);Toulouse;31555;2015-09-28;2015.0;ENTRE RUE DE LA REPUPLIQUE ET RUE SAINT NIC;VERS RUE DE LA REPUBLIQUE;;TV;406.0
RUE D HYERES;HYERES (RUE D HYERES);L'union;31561;2015-09-09;2015.0;ENTRE AV DES PYRENEES ET RUE CASSIS;VERS RUE DE CASSIS;;TV;772.0
RUE DU PRE VICINAL;VICINAL (RUE DU PRE VICINAL);Cugnaux;31157;2015-11-04;2015.0;ENTRE RUE DU VIVIER ET RUE RAPHAEL;VERS AV DE TOULOUSE;;TV;4731.0
AV POMPIDOU;POMPIDOU (AV POMPIDOU);Cugnaux;31157;2015-11-04;2015.0;ENTRE PL DE L'EGLISE ET RUE DE LA VIELLE EG;VERS AV FRANCAZAL;;TV;5427.0
RUE PIERRE SALIES;SALIES (RUE PIERRE SALIES);Toulouse;31555;2015-11-03;2015.0;ENTRE RUE DU BEARNAIS ET RUE DE SEBASTOPOL;VERS RUE DE SEBASTOPOL;oui;TV;527.0
RTE D AUSSONNE;AUSSONNE (RTE D AUSSONNE);Cornebarrieu;31150;2015-11-04;2015.0;ENTRE RTE DE TOULOUSE ET CHE DE SAINT ROCH;VERS RN 224;;TV;5973.0
AV DES ETATS UNIS;UNIS (AV DES ETATS UNIS);Toulouse;31555;2015-11-03;2015.0;ENTRE ADONIS ET FERRY;VERS AV DE FONDEYRE;;TV;7678.0
CHE DU PAGE;PAGE (CHE DU PAGE);Colomiers;31149;2015-11-26;2015.0;ENTRE ALL DU PORTEL ET ALL DE LA QUILLANE;VERS CHE DES RAMASIIERS;;TV;1599.0
CHE REBOUL;REBOUL (CHE REBOUL);Toulouse;31555;2018-02-01;2018.0;ENTRE CHE CORNEILLAN ET ALL N'DJAMENA;VERS ALL DE N'DJAMENA;;TV;691.0
AV DE FRONTON;FRONTON (AV DE FRONTON);Toulouse;31555;2018-02-05;2018.0;ENTRE CHE DU BARON ET RUE DUCLOS;VERS CHE DU BARON;;TV;5395.0
RUE LOUIS PLANA;PLANA (RUE LOUIS PLANA);Toulouse;31555;2018-03-05;2018.0;ENTRE RUE SURCOUF ET RUE FRATERNITE;VERS RUE DE LA FRATERNITE;;TV;5417.0
RUE ALEXANDRE SOUMET;SOUMET (RUE ALEXANDRE SOUMET);Toulouse;31555;2018-03-05;2018.0;ENTRE AV GLOIRE ET RUE FUTAIE;VERS AV DE LA GLOIRE;;TV;186.0
RUE ALEXANDRE SOUMET;SOUMET (RUE ALEXANDRE SOUMET);Toulouse;31555;2018-03-05;2018.0;ENTRE RUE PLANA ET ET RUE AEROSTATION;VERS RUE PLANA;;TV;380.0
AV DE VERSAILLES;VERSAILLES (AV DE VERSAILLES);Cornebarrieu;31150;2018-03-07;2018.0;ENTRE RUE DE L'EGLISE ET AV DE LA REPUBLIQU;VERS AV DE LA REPUBLIQUE;;TV;3996.0
RUE DU BOIRET;BOIRET (RUE DU BOIRET);Cornebarrieu;31150;2018-03-14;2018.0;;LES DEUX SENS;;TV;43.0
RUE DES CHALETS;CHALETS (RUE DES CHALETS);Toulouse;31555;2018-03-19;2018.0;ENTRE RUE BALANCE ET BD MATABIAU;VERS BD MATABIAU;oui;TV;1606.0
RUE EMILE BROUARDEL;BROUARDEL (RUE EMILE BROUARDEL)_TOULOUSE;Toulouse;31555;2018-03-19;2018.0;ENTRE BD LASCROSSES ET RUE FRANKLIN;VERS SQ HERACLES;;TV;503.0
AV JEAN BELLIERES;BELLIERES (AV JEAN BELLIERES);Saint-Orens-De-Gameville;31506;2018-03-27;2018.0;ENTRE PL BELLIERES ET RUE LEYGUE;VERS PL BELLIERES;;TV;1581.0
RUE DU MOULIN BAYARD;BAYARD (RUE DU MOULIN BAYARD);Toulouse;31555;2018-04-03;2018.0;ENTRE RUE STALINGRAD ET RUE JEANBERNAT;VERS BD BONREPOS;oui;TV;254.0
RUE DE CUGNAUX;CUGNAUX (RUE DE CUGNAUX)__TOULOUSE;Toulouse;31555;2018-04-05;2018.0;ENTRE RUE GRAVETTE ET RUE NUNGESSER;VERS BD SEVERAC;;TV;3885.0
RUE LISE MEITNER;MEITNER (RUE LISE MEITNER);Toulouse;31555;2018-04-09;2018.0;ENTRE AV DE FRONTON ET RUE BERNHARDT;VERS AV DE FRONTON;;TV;2248.0
CHE DE PANEGANS;PANEGANS (CHE DE PANEGANS);Tournefeuille;31557;2018-05-02;2018.0;ENTRE RUE LARZAC ET CHE BRANERE;VERS CHE DE LA BRANERE;;TV;1525.0
CHE DE PANEGANS;PANEGANS (CHE DE PANEGANS);Tournefeuille;31557;2018-05-02;2018.0;ENTRE RUE LARZAC ET CHE BRANERE;VERSRUE DU LARZAC;;TV;1233.0
CHE AUGUSTE GRATIAN;GRATIAN (CHE AUGUSTE GRATIAN);Aucamville;31022;2018-05-11;2018.0;ENTRE RTE DE PARIS ET RUE FRANCOISE;VERS RTE DE PARIS;;TV;641.0
AV DE FRONTON;FRONTON (AV DE FRONTON);Saint-Alban;31467;2018-05-15;2018.0;ENTRE RUE AMIEL ET RUE DE LILAS;VERS RUE DES LILAS;;TV;4188.0
RUE DE BORDEBASSE;BORDEBASSE (RUE DE BORDEBASSE);Blagnac;31069;2018-05-23;2018.0;ENTRE RUE REY ET RUE GANELOUS;VERS RUE GANELOUS;;TV;302.0
ALL JEAN DUFOUR;DUFOUR (ALL JEAN DUFOUR);Colomiers;31149;2018-08-10;2018.0;ENTRE AV JAMBON ET ALL HUGO;VERS ALL HUGO;;TV;301.0
AV DE FRONTON;FRONTON (AV DE FRONTON);Toulouse;31555;2018-09-25;2017.0;ENTRE RUE MIGUET ETIMP DE LA GARE;VERS CHE DU SEMINAIRE;;TV;4978.0
RUE DE L ABBE SICARD;SICARD (RUE DE L ABBE SICARD);Toulouse;31555;2018-09-18;2018.0;ENTRE AV DES MINIMES ET RUE BOURBAKI;VERS RUE BOURBAKI;oui;TV;1212.0
RUE CLAIRE CAZELLES;CAZELLES (RUE CLAIRE CAZELLES);Toulouse;31555;2018-09-18;2018.0;ENTRE AV DES MINIMES ET RUE BOURBAKI;VERS RUE BOURBAKI;;TV;1915.0
RUE ROUBICHOU;ROUBICHOU (RUE ROUBICHOU);Toulouse;31555;2018-09-28;2018.0;ENTRE RUE ARLES ET CHE MICHOUN;VERS CHE AMOUROUX;;TV;2134.0
AV JEAN RIEUX;RIEUX (AV JEAN RIEUX);Toulouse;31555;2018-10-10;2018.0;ENTRE RUE SIROL ET RUE BEAUSEJOUR;VERS PL DUPUY;;TV;5523.0
RUE JEAN MILLET;MILLET (RUE JEAN MILLET);Toulouse;31555;2018-09-18;2018.0;ENTRE RUE CHAUSSAS ET RU SALAMBI;VERS RUE CHAUSSAS;;TV;257.0
RUE ALEXANDRE SOUMET;SOUMET (RUE ALEXANDRE SOUMET);Toulouse;31555;2018-09-26;2018.0;ENTRE RUE PLANA ET ET RUE AEROSTATION;VERS AV DE LA GLOIRE;;TV;337.0
RUE DU BOUSQUET;BOUSQUET (RUE DU BOUSQUET);Saint-Orens-De-Gameville;31506;2018-10-11;2018.0;ENTRE RUE LENTOURVILLE ET AV DE STEPHANIE;VERS AV DE GAMEVILLE;;TV;228.0
RUE DE LENTOURVILLE;LENTOURVILLE (RUE DE LENTOURVILLE);Saint-Orens-De-Gameville;31506;2018-11-08;2018.0;ENTRE RUE DU BOUSQUET ET RUE DU PALAIS;VERS RUE DU BOUSQUET;;TV;788.0
